 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),"SQL injection vulnerability in index.php in Agares Media Arcadem 2.01 allows remote attackers to execute arbitrary SQL commands via the blockpage parameter.  NOTE: as of 20070827, the vendor has made conflicting statements regarding whether this issue exists or not.","What security vulnerability exists in Agares Media Arcadem 2.01 that allows remote attackers to interact with the database, and what has been the vendor's response regarding this issue?"
 Credentials Management,"IBM SurePOS 500 has (1) a default password of ""12345"" for the manager and (2) blank default passwords for operator accounts.",What are the default passwords for the manager and operator accounts on the IBM SurePOS 500?
 Improper Input Validation,Unrestricted file upload vulnerability in upload.php in Barbo91 1.1 allows remote attackers to upload and execute arbitrary code via unspecified vectors.  NOTE: the provenance of this information is unknown; the details are obtained solely from third party information.,"What is the nature of the vulnerability found in upload.php of Barbo91 version 1.1, and what potential risks does it pose to the system?"
 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross-site scripting (XSS) vulnerability in Domino Blogsphere 3.01 Beta 7 allows remote attackers to inject arbitrary web script or HTML via the name field.  NOTE: the provenance of this information is unknown; the details are obtained solely from third party information.,"What is the nature of the vulnerability found in Domino Blogsphere 3.01 Beta 7, and what can remote attackers achieve through it?"
 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Multiple cross-site scripting (XSS) vulnerabilities in TechExcel CustomerWise (formerly TechExcel CRM) allow remote attackers to inject arbitrary web script or HTML via unspecified vectors.,"What are the implications of the multiple cross-site scripting (XSS) vulnerabilities identified in TechExcel CustomerWise, and how can remote attackers exploit them?"
 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Cross-site scripting (XSS) vulnerability in the BotQuery extension in MediaWiki 1.7.x and earlier before SVN 20070910 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors, a similar issue to CVE-2007-4828.","What vulnerabilities are associated with the BotQuery extension in MediaWiki versions 1.7.x and earlier, and how do they relate to CVE-2007-4828?"
 Improper Control of Generation of Code ('Code Injection'),"Multiple PHP remote file inclusion vulnerabilities in myphpPagetool 0.4.3 allow remote attackers to execute arbitrary PHP code via a URL in the ptinclude parameter to (1) help1.php, (2) help2.php, (3) help3.php, (4) help4.php, (5) help5.php, (6) help6.php, (7) help7.php, (7) help8.php, (8) help9.php, or (10) index.php in doc/admin/.","What are the potential security risks associated with multiple PHP remote file inclusion vulnerabilities found in myphpPagetool 0.4.3, specifically regarding the execution of arbitrary PHP code?"
 Improper Control of Generation of Code ('Code Injection'),"Multiple PHP remote file inclusion vulnerabilities in Webmedia Explorer (webmex) 3.2.2 allow remote attackers to execute arbitrary PHP code via (1) a URL in the path_include parameter to includes/rss.class.php, (2) a URL in the path_template parameter to (a) templates/main.tpl.php or (b) templates/folder_messages_link_message_name.tpl.php, or (4) a URL in the path_templates parameter to templates/sidebar.tpl.php.  NOTE: the vulnerability is present only when the administrator does not follow installation instructions about the requirement for .htaccess support. NOTE: the includes/core.lib.php vector is already covered by CVE-2006-5252.","What are the specific parameters in Webmedia Explorer 3.2.2 that are vulnerable to remote file inclusion attacks, and what prerequisites must administrators meet to mitigate these vulnerabilities?"
 Cryptographic Issues,"The login_to_simulator method in Linden Lab Second Life, as used by the secondlife:// protocol handler and possibly other Second Life login mechanisms, sends an MD5 hash in cleartext in the passwd field, which allows remote attackers to login to an account by sniffing the network and then sending this hash to a Second Life authentication server.",What security vulnerability is present in the login_to_simulator method of Linden Lab Second Life regarding the handling of passwords?
 Improper Link Resolution Before File Access ('Link Following'),"cp, when running with an option to preserve symlinks on multiple OSes, allows local, user-assisted attackers to overwrite arbitrary files via a symlink attack using crafted directories containing multiple source files that are copied to the same destination.","What are the security implications of using the cp command with symlink preservation options on multiple operating systems, specifically regarding symlink attacks?"
 Improper Control of Generation of Code ('Code Injection'),"Multiple PHP remote file inclusion vulnerabilities in pSlash 0.70 allow remote attackers to execute arbitrary PHP code via a URL in (1) the lvc_admin_dir parameter to modules/visitors2/admin/view-archiver.inc.php or (2) the lvc_include_dir parameter to modules/visitors2/include/menus.inc.php. NOTE: the modules/visitors2/include/config.inc.php vector is already covered by CVE-2006-4373.  NOTE: vector 1 is disputed by CVE because PHP encounters a fatal instantiation error on a direct request for the file, before reaching the include statement.","What vulnerabilities are present in pSlash 0.70 that allow remote attackers to execute arbitrary PHP code, and how do they relate to the parameters lvc_admin_dir and lvc_include_dir?"
 Improper Authentication,"Unspecified vulnerability in the management EJB (MEJB) in Apache Geronimo before 2.0.2 allows remote attackers to bypass authentication and obtain ""access to Geronimo internals"" via unspecified vectors.",What vulnerability was identified in Apache Geronimo versions prior to 2.0.2 that allows remote attackers to bypass authentication and access Geronimo internals?
 Improper Control of Generation of Code ('Code Injection'),PHP remote file inclusion vulnerability in modules/webmail2/inc/rfc822.php in guanxiCRM Business Solution 0.9.1 allows remote attackers to execute arbitrary PHP code via a URL in the webmail2_inc_dir parameter.,"What is the nature of the PHP vulnerability found in guanxiCRM Business Solution 0.9.1, and how can it be exploited by remote attackers?"
 Improper Restriction of Operations within the Bounds of a Memory Buffer,"Buffer overflow in the GDI engine in Windows Live Messenger, as used for Windows MSN Live 8.1, allows user-assisted remote attackers to cause a denial of service (application crash or system crash) and possibly execute arbitrary code by placing a malformed file in a new folder under the Sharing Folders path, and triggering a synchronize operation through the Windows MSN Live online service, possibly related to extended file attributes and possibly related to an incomplete fix for MS07-046, as demonstrated by a (1) .jpg, (2) .gif, (3) .wmf, (4) .doc, or (5) .ico file.","What vulnerabilities are associated with the GDI engine in Windows Live Messenger that could allow for remote attacks, and what file types are specifically mentioned in the context of triggering these vulnerabilities?"
 Improper Control of Generation of Code ('Code Injection'),"Multiple PHP remote file inclusion vulnerabilities in dedi-group Der Dirigent 1.0 allow remote attackers to execute arbitrary PHP code via a URL in the dedi_path parameter to (1) inc.generate_code.php, (2) fnc.type_forms.php, or (3) fnc.type.php in backend/inc/, or (4) frontend.php or (5) backend.php in projekt01/cms/inc/; or (6) the this_dir parameter to backend/inc/class.filemanager.php.  NOTE: vectors 4 and 5 are disputed by CVE because PHP encounters a fatal function-call error on a direct request for the file, before reaching the include statement.",What are the specific files in which remote attackers can exploit PHP remote file inclusion vulnerabilities in Dedi-group Der Dirigent 1.0 by manipulating the dedi_path parameter?
 Improper Control of Generation of Code ('Code Injection'),Multiple PHP remote file inclusion vulnerabilities in SiteSys 1.0a allow remote attackers to execute arbitrary PHP code via a URL in the doc_root parameter to (1) inc/pagehead.inc.php or (2) inc/pageinit.inc.php.,"What are the potential risks associated with the multiple PHP remote file inclusion vulnerabilities found in SiteSys 1.0a, specifically related to the doc_root parameter?"
 Improper Input Validation,Multiple PHP remote file inclusion vulnerabilities in ClanLite 1.23.01.2005 allow remote attackers to execute arbitrary PHP code via a URL in the root_path parameter to (1) modules/serveur_jeux.php or (2) conf/conf-php.php.  NOTE: vector 1 is disputed by CVE because the require_once is only reached when a certain constant has already been defined.,"What are the potential security risks associated with the multiple PHP remote file inclusion vulnerabilities found in ClanLite 1.23.01.2005, and how do these vulnerabilities allow remote attackers to execute arbitrary PHP code?"
 Cryptographic Issues,"Unspecified vulnerability in the SSL implementation in Groupwise client system in the novell-groupwise-client package in SUSE Linux Enterprise Desktop 10 allows remote attackers to obtain credentials via a man-in-the-middle attack, a different vulnerability than CVE-2007-5196. The novell-groupwise-client package is only contained in SUSE Linux Enterprise Desktop 10 and was updated there.",What are the potential risks associated with the unspecified vulnerability in the SSL implementation of the novell-groupwise-client package in SUSE Linux Enterprise Desktop 10?
 Cryptographic Issues,"Unspecified vulnerability in the SSL implementation in Groupwise client system in the novell-groupwise-client package in SUSE Linux Enterprise Desktop 10 allows remote attackers to obtain credentials via a man-in-the-middle attack, a different vulnerability than CVE-2007-5195.","What is the nature of the unspecified vulnerability in the SSL implementation of the Groupwise client system in SUSE Linux Enterprise Desktop 10, and how can it be exploited by remote attackers?"
 Improper Control of Generation of Code ('Code Injection'),"Multiple PHP remote file inclusion vulnerabilities in Jacob Hinkle GodSend 0.6 allow remote attackers to execute arbitrary PHP code via a URL in the SCRIPT_DIR parameter to (1) gtk/main.inc.php or (2) cmdline.inc.php.  NOTE: vector 2 is disputed by CVE because it is contained in unaccessible code, requiring that two undefined constants be equal.","What are the implications of the remote file inclusion vulnerabilities found in Jacob Hinkle GodSend 0.6, specifically regarding the SCRIPT_DIR parameter, and what is the controversy surrounding the second vector mentioned in the CVE?"
 Improper Control of Generation of Code ('Code Injection'),Multiple PHP remote file inclusion vulnerabilities in eArk (e-Ark) 1.0 allow remote attackers to execute arbitrary PHP code via a URL in (1) the cfg_vcard_path parameter to src/vcard_inc.php or (2) the cfg_phpmailer_path parameter to src/email_inc.php.  NOTE: the ark_inc.php vector is already covered by CVE-2006-6086.,What are the specific PHP remote file inclusion vulnerabilities in eArk 1.0 that allow remote attackers to execute arbitrary PHP code?
 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross-site scripting (XSS) vulnerability in index.php in Uebimiau 2.7.2 through 2.7.10 allows remote attackers to inject arbitrary web script or HTML via the f_email parameter.  NOTE: the provenance of this information is unknown; the details are obtained solely from third party information.,"What are the risks associated with the cross-site scripting (XSS) vulnerability found in Uebimiau versions 2.7.2 to 2.7.10, particularly regarding the f_email parameter in index.php?"
 Permissions Privileges and Access Controls,"VirusBlokAda Vba32 AntiVirus 3.12.2 uses weak permissions (Everyone:Write) for its installation directory, which allows local users to gain privileges by replacing application programs, as demonstrated by replacing vba32ldr.exe.",What security vulnerability is present in VirusBlokAda Vba32 AntiVirus 3.12.2 due to its installation directory permissions?
 Improper Input Validation,PHP remote file inclusion vulnerability in log.php in phpFreeLog alpha 0.2.0 allows remote attackers to include and execute arbitrary files via unspecified vectors.  NOTE: the original disclosure is likely erroneous.,What is the nature of the PHP remote file inclusion vulnerability found in log.php in phpFreeLog alpha 0.2.0?
 Cross-Site Request Forgery (CSRF),"Cross-site request forgery (CSRF) vulnerability in Ilient SysAid 4.5.03 and 4.5.04 allows remote attackers to perform some actions as administrators, as demonstrated by changing the administrator password.  NOTE: the provenance of this information is unknown; the details are obtained solely from third party information.",What actions can remote attackers potentially perform due to the CSRF vulnerability in Ilient SysAid versions 4.5.03 and 4.5.04?
 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Multiple cross-site scripting (XSS) vulnerabilities in messages.jsp in AppFuse before 2.0 Final allow remote attackers to inject arbitrary web script or HTML via unspecified input that is recorded in (1) success or (2) error messages.,What types of vulnerabilities in AppFuse before version 2.0 Final allow remote attackers to inject arbitrary web scripts or HTML through messages.jsp?
 Improper Input Validation,"Interpretation conflict in the Sun Java Virtual Machine (JVM) allows user-assisted remote attackers to conduct a multi-pin DNS rebinding attack and execute arbitrary JavaScript in an intranet context, when an intranet web server has an HTML document that references a ""mayscript=true"" Java applet through a local relative URI, which may be associated with different IP addresses by the browser and the JVM.",What vulnerabilities exist in the Sun Java Virtual Machine (JVM) that could allow attackers to execute a multi-pin DNS rebinding attack and arbitrary JavaScript in an intranet context?
 Cryptographic Issues,"Microsoft Expression Media stores the catalog password in cleartext in the catalog IVC file, which allows local users to obtain sensitive information and gain access to the catalog by reading the IVC file.",What potential security risk is associated with Microsoft Expression Media's storage of the catalog password in cleartext within the IVC file?
 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Cross-site scripting (XSS) vulnerability in Cisco IOS allows remote attackers to inject arbitrary web script or HTML, and execute IOS commands, via unspecified vectors, aka PSIRT-2022590358.  NOTE: as of 20071016, the only disclosure is a vague pre-advisory with no actionable information. However, since it is from a well-known researcher, it is being assigned a CVE identifier for tracking purposes.","What is the nature of the Cross-site scripting (XSS) vulnerability in Cisco IOS mentioned in the pre-advisory PSIRT-2022590358, and what implications does it have for remote attackers?"
 Improper Restriction of Operations within the Bounds of a Memory Buffer,"Multiple stack-based buffer overflows in Command EXEC in Cisco IOS allow local users to gain privileges via unspecified vectors, aka (1) PSIRT-0474975756 and (2) PSIRT-0388256465.  NOTE: as of 20071016, the only disclosure is a vague pre-advisory with no actionable information.  However, since it is from a well-known researcher, it is being assigned a CVE identifier for tracking purposes.","What vulnerabilities were identified in Command EXEC in Cisco IOS that allow local users to gain privileges, and what is the significance of the associated CVE identifiers PSIRT-0474975756 and PSIRT-0388256465?"
 Information Exposure,"Unspecified vulnerability in Command EXEC in Cisco IOS allows local users to bypass command restrictions and obtain sensitive information via an unspecified ""variation of an IOS command"" involving ""two different methods"", aka CSCsk16129.  NOTE: as of 20071016, the only disclosure is a vague pre-advisory with no actionable information. However, since it is from a well-known researcher, it is being assigned a CVE identifier for tracking purposes.","What is the nature of the vulnerability in Command EXEC in Cisco IOS identified as CSCsk16129, and what implications does it have for local users?"
 Improper Input Validation,Unspecified vulnerability in VirtueMart before 1.0.13 allows remote attackers to execute arbitrary PHP code via unspecified vectors.,What security risks are associated with the unspecified vulnerability in VirtueMart versions prior to 1.0.13?
 Improper Control of Generation of Code ('Code Injection'),"Multiple PHP remote file inclusion vulnerabilities in awrate 1.0 allow remote attackers to execute arbitrary PHP code via a URL in the toroot parameter to (1) 404.php or (2) topbar.php, different vectors than CVE-2006-6368.","What are the potential impacts of the multiple PHP remote file inclusion vulnerabilities found in awrate 1.0, specifically related to the toroot parameter in the 404.php and topbar.php files?"
 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Multiple cross-site scripting (XSS) vulnerabilities in rnote.php in rNote 0.9.7.5 allow remote attackers to inject arbitrary web script or HTML via the (1) d or the (2) u parameter.,"What vulnerabilities have been identified in rnote.php of rNote version 0.9.7.5, and how can they be exploited by attackers?"
 Improper Restriction of Operations within the Bounds of a Memory Buffer,Stack-based buffer overflow in the DebugPrint function in MultiXTpm Application Server before 4.0.2d allows remote attackers to execute arbitrary code via a long string argument.,"What vulnerabilities were identified in the DebugPrint function of the MultiXTpm Application Server prior to version 4.0.2d, and how can they be exploited by attackers?"
 Configuration,"DenyHosts 2.6 processes OpenSSH sshd ""not listed in AllowUsers"" log messages with an incorrect regular expression that does not match an IP address, which might allow remote attackers to avoid detection and blocking when making invalid login attempts with a username not present in AllowUsers, as demonstrated by the root username, a different vulnerability than CVE-2007-4323.",What vulnerability in DenyHosts 2.6 related to OpenSSH sshd log message processing could allow remote attackers to evade detection during invalid login attempts?
 Cryptographic Issues,"The Globe7 soft phone client 7.3 sends username and password information in cleartext, which allows remote attackers to obtain sensitive information by sniffing the HTTP traffic.",What security vulnerability exists in the Globe7 soft phone client 7.3 regarding the transmission of user credentials?
 Improper Restriction of Operations within the Bounds of a Memory Buffer,"Buffer overflow in the register function in Ultra Star Reader ActiveX control in SSReader allows remote attackers to execute arbitrary code via unspecified vectors, as exploited in the wild.  NOTE: the provenance of this information is unknown; the details are obtained solely from third party information.","What security vulnerability is present in the Ultra Star Reader ActiveX control within SSReader, and what potential impact does it have on systems?"
 Information Exposure,"dialog.php in CONTENTCustomizer 3.1mp and earlier allows remote attackers to obtain sensitive author credentials by making a request with an editauthor action, then reading the value of the newlocalpassword password input field in the HTML source of the resulting page.",What vulnerability exists in dialog.php of CONTENTCustomizer 3.1mp and earlier that enables remote attackers to access sensitive author credentials?
 Improper Restriction of Operations within the Bounds of a Memory Buffer,"The gss_userok function in appl/ftp/ftpd/gss_userok.c in Heimdal 0.7.2 does not allocate memory for the ticketfile pointer before calling free, which allows remote attackers to have an unknown impact via an invalid username.  NOTE: the vulnerability was originally reported for ftpd.c, but this is incorrect.",What vulnerability exists in the gss_userok function in Heimdal 0.7.2 related to memory allocation and how could it be exploited by remote attackers?
 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross-site scripting (XSS) vulnerability in admin/index.php in Helios Calendar 1.2.1 Beta allows remote attackers to inject arbitrary web script or HTML via the username parameter.  NOTE: the provenance of this information is unknown; the details are obtained solely from third party information.,"What type of vulnerability was discovered in Helios Calendar 1.2.1 Beta, and what allows remote attackers to exploit it?"
 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Multiple cross-site scripting (XSS) vulnerabilities in X7 Chat 2.0.4, 2.0.5, and possibly other versions allow remote attackers to inject arbitrary web script or HTML via the (1) room parameter to sources/frame.php, the (2) theme_c parameter to help/index.php, or the (3) INSTALL_X7CHATVERSION parameter to upgradev1.php.",What are the specific parameters in X7 Chat versions 2.0.4 and 2.0.5 that are vulnerable to multiple cross-site scripting (XSS) attacks?
 Improper Control of Generation of Code ('Code Injection'),PHP remote file inclusion vulnerability in check_noimage.php in Fritz Berger yet another php photo album - next generation (yappa-ng) 2.3.2 allows remote attackers to execute arbitrary PHP code via a URL in the config[path_src_include] parameter.,"What type of vulnerability exists in check_noimage.php of Fritz Berger's Yappa-NG 2.3.2, and how does it allow remote attackers to execute arbitrary code?"
 Improper Authentication,"TestLink before 1.7.1 does not enforce an unspecified authorization mechanism, which has unknown impact and attack vectors.",What are the potential security implications of the lack of an authorization mechanism in TestLink versions prior to 1.7.1?
 Improper Restriction of Operations within the Bounds of a Memory Buffer,Multiple buffer overflows in ACD products allow user-assisted remote attackers to execute arbitrary code via a long section string in a (1) XBM or (2) XPM file to (a) ID_X.apl or (b) IDE_ACDStd.apl.  NOTE: the PSP and LHA vectors are already covered by CVE-2007-4344 and CVE-2007-6007.  NOTE: these might be integer overflows rather than buffer overflows.,"What types of files are associated with the multiple buffer overflows in ACD products that could allow attackers to execute arbitrary code, and how might these vulnerabilities differ regarding integer overflows?"
 Improper Input Validation,Unspecified vulnerability in pioneers (formerly gnocatan) 0.11.3 allows remote attackers to cause a denial of service (daemon crash) via unspecified vectors that trigger an assert error.  NOTE: this issue reportedly exists because of an incomplete fix for CVE-2007-5933.,"What is the nature of the vulnerability identified in pioneers (formerly gnocatan) version 0.11.3, and how does it affect the software?"
 Permissions Privileges and Access Controls,"AdventNet EventLog Analyzer build 4030 for Windows, and possibly other versions and platforms, installs a mysql instance with a default ""root"" account without a password, which allows remote attackers to gain privileges and modify logs.",What security risks are associated with the default installation of AdventNet EventLog Analyzer build 4030 for Windows regarding the MySQL instance?
 Improper Restriction of Operations within the Bounds of a Memory Buffer,Buffer overflow in libsrtp in Ingate Firewall before 4.6.0 and SIParator before 4.6.0 has unknown impact and attack vectors.  NOTE: it is not clear whether this issue crosses privilege boundaries.,What are the potential impacts and attack vectors associated with the buffer overflow vulnerability in libsrtp found in Ingate Firewall and SIParator versions before 4.6.0?
 Improper Input Validation,"The SRTP implementation in Ingate Firewall before 4.6.0 and SIParator before 4.6.0 allows remote attackers to cause a denial of service (kernel crash) via an RTCP index that is ""much more than expected.""","What vulnerability in Ingate Firewall and SIParator versions prior to 4.6.0 allows remote attackers to exploit RTCP indices, leading to a denial of service?"
 Improper Input Validation,The IPsec module in the VPN component in Ingate Firewall before 4.6.0 and SIParator before 4.6.0 allows remote attackers to cause a denial of service (module crash) via an IPsec Phase 2 proposal that lacks Perfect Forward Secrecy (PFS).,What vulnerability in the IPsec module of the Ingate Firewall and SIParator before version 4.6.0 can be exploited by remote attackers to cause a denial of service?
 Information Exposure,"The SIP component in Ingate Firewall before 4.6.0 and SIParator before 4.6.0, when Remote NAT Traversal is employed, does not properly perform user registration and message distribution, which might allow remote authenticated users to receive messages intended for other users.",What vulnerability was identified in the SIP component of Ingate Firewall and SIParator versions prior to 4.6.0 regarding user registration and message distribution?
 Credentials Management,"Ingate Firewall before 4.6.0 and SIParator before 4.6.0 use cleartext storage for passwords of ""administrators with less privileges,"" which might allow attackers to read these passwords via unknown vectors.",What security risks are associated with Ingate Firewall and SIParator versions before 4.6.0 regarding password storage for administrators with less privileges?
 Improper Link Resolution Before File Access ('Link Following'),sylprint.pl in claws mail tools (claws-mail-tools) allows local users to overwrite arbitrary files via a symlink attack on the sylprint.[USER].[PID] temporary file.,"What vulnerability does sylprint.pl in claws-mail-tools expose to local users, and how can it be exploited?"
 Improper Input Validation,"Multiple PHP remote file inclusion vulnerabilities in Ossigeno CMS 2.2 pre1 allow remote attackers to execute arbitrary PHP code via a URL in the (1) level parameter to (a) install_module.php and (b) uninstall_module.php in upload/xax/admin/modules/, (c) upload/xax/admin/patch/index.php, and (d) install_module.php and (e) uninstall_module.php in upload/xax/ossigeno/admin/; and the (2) ossigeno parameter to (f) ossigeno_modules/ossigeno-catalogo/xax/ossigeno/catalogo/common.php, different vectors than CVE-2007-5234.","What are the potential security risks associated with the multiple PHP remote file inclusion vulnerabilities found in Ossigeno CMS 2.2 pre1, and which specific files are affected by these vulnerabilities?"
 Cross-Site Request Forgery (CSRF),Cross-site request forgery (CSRF) vulnerability in Fusion News 3.9.0 allows remote attackers to perform unauthorized actions via unspecified vectors.,"What type of vulnerability is present in Fusion News version 3.9.0, and what type of attack does it enable for remote attackers?"
 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross-site scripting (XSS) vulnerability in HttpLogger 0.8.1 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors.,"What type of vulnerability is present in HttpLogger 0.8.1, and what does it allow remote attackers to do?"
 Cross-Site Request Forgery (CSRF),"Feature 4.7.x-dev and 5.x-dev before 20071206, a Drupal module, does not follow Drupal's Forms API submission model, which allows remote attackers to conduct cross-site request forgery (CSRF) attacks.","What vulnerabilities are associated with the Drupal module in versions 4.7.x-dev and 5.x-dev before 20071206, related to the Forms API submission model?"
 Improper Restriction of Operations within the Bounds of a Memory Buffer,"Stack-based buffer overflow in Microsoft Office Access allows remote, user-assisted attackers to execute arbitrary code via a crafted Microsoft Access Database (.mdb) file.  NOTE: due to the lack of details as of 20071210, it is not clear whether this issue is the same as CVE-2007-6026 or CVE-2005-0944.",What is the potential impact of the stack-based buffer overflow vulnerability in Microsoft Office Access that allows remote attackers to execute arbitrary code through a crafted .mdb file?
 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"IBM Tivoli Netcool Security Manager 1.3.0 before Interim Fix 1, when using Active Directory (AD) LDAP authentication, allows remote attackers to obtain login access via unspecified vectors without entering a password.","What vulnerabilities does IBM Tivoli Netcool Security Manager 1.3.0 exhibit when using Active Directory LDAP authentication, and how can they be exploited by remote attackers?"
 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"Directory traversal vulnerability in autohtml.php in Francisco Burzi PHP-Nuke 8.0 allows remote attackers to include and execute arbitrary local files via a .. (dot dot) in the filename parameter, a different vector than CVE-2006-4190.  NOTE: the provenance of this information is unknown; the details are obtained solely from third party information.","What are the potential security risks associated with the directory traversal vulnerability in autohtml.php of PHP-Nuke 8.0, and how does it differ from CVE-2006-4190?"
 Information Exposure,"The libdspam7-drv-mysql cron job in Debian GNU/Linux includes the MySQL dspam database password in a command line argument, which might allow local users to read the password by listing the process and its arguments.",What potential security risk is associated with the libdspam7-drv-mysql cron job in Debian GNU/Linux concerning the MySQL dspam database password?
 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Multiple cross-site scripting (XSS) vulnerabilities in index.php in Flyspray 0.9.9 through 0.9.9.3 allow remote attackers to inject arbitrary web script or HTML via (1) the query string in an index action, related to the savesearch JavaScript function; and (2) the details parameter in a details action, related to the History tab and the getHistory JavaScript function.","What are the specific areas in Flyspray versions 0.9.9 to 0.9.9.3 that are vulnerable to cross-site scripting (XSS) attacks, and how can remote attackers exploit these vulnerabilities?"
 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Multiple cross-site scripting (XSS) vulnerabilities in the admin panel in PHP Real Estate Classifieds allow remote attackers to inject arbitrary web script or HTML via unspecified ""text areas/boxes.""",What types of vulnerabilities exist in the admin panel of PHP Real Estate Classifieds that allow remote attackers to inject web scripts or HTML?
 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Cross-site scripting (XSS) vulnerability in view.php in Mantis before 1.1.0 allows remote attackers to inject arbitrary web script or HTML via a filename, related to bug_report.php.","What is the nature of the Cross-site scripting (XSS) vulnerability found in Mantis before version 1.1.0, and how can it be exploited?"
 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Cross-site scripting (XSS) vulnerability in 500page.jsp in JIRA Enterprise Edition before 3.12.1 allows remote attackers to inject arbitrary web script or HTML, which is not properly handled when generating error messages, as demonstrated by input originally sent in the URI to secure/CreateIssue.  NOTE: some of these details are obtained from third party information.","What security vulnerability was identified in JIRA Enterprise Edition versions prior to 3.12.1, and how does it allow attackers to exploit the system?"
 Permissions Privileges and Access Controls,"The Setup Wizard in Atlassian JIRA Enterprise Edition before 3.12.1 does not properly restrict setup attempts after setup is complete, which allows remote attackers to change the default language.","What vulnerability was identified in the Setup Wizard of Atlassian JIRA Enterprise Edition prior to version 3.12.1, and what specific actions could remote attackers perform due to this vulnerability?"
 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross-site scripting (XSS) vulnerability in the com_poll component in Joomla! before 1.5 RC4 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors.,"What is the nature of the vulnerability found in the com_poll component of Joomla! before version 1.5 RC4, and how can it be exploited by remote attackers?"
 Permissions Privileges and Access Controls,"Joomla! before 1.5 RC4 allows remote authenticated administrators to promote arbitrary users to the administrator group, in violation of the intended security model.",What vulnerability was identified in Joomla! versions before 1.5 RC4 regarding the promotion of users to the administrator group?
 Permissions Privileges and Access Controls,"Unspecified vulnerability in Joomla! before 1.5 RC4 allows remote authenticated users to gain privileges via unspecified vectors, aka ""registered user privilege escalation vulnerability.""","What is the nature of the vulnerability found in Joomla! before version 1.5 RC4, and how does it affect remote authenticated users?"
 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),SQL injection vulnerability in search.php in PHCDownload 1.1.0 allows remote attackers to execute arbitrary SQL commands via the string parameter.,What is the impact of the SQL injection vulnerability found in search.php of PHCDownload 1.1.0?
 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross-site scripting (XSS) vulnerability in Peter's Random Anti-Spam Image 0.2.4 and earlier plugin for WordPress allows remote attackers to inject arbitrary web script or HTML via the comment field in the comment form.,"What is the nature of the vulnerability found in Peter's Random Anti-Spam Image plugin for WordPress, and how can it be exploited by remote attackers?"
 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Multiple cross-site scripting (XSS) vulnerabilities in Menalto Gallery before 2.2.4 allow remote attackers to inject arbitrary web script or HTML via crafted filenames to the (1) Core or (2) add-item modules; or via (3) HTTP PROPPATCH in the WebDAV module.,"What vulnerabilities in Menalto Gallery versions prior to 2.2.4 allow remote attackers to inject arbitrary web scripts or HTML, and what methods can be used to exploit these vulnerabilities?"
 Improper Input Validation,"Menalto Gallery before 2.2.4 does not properly check for malicious file extensions during file uploads, which allows attackers to execute arbitrary code via the (1) Core application or (2) MIME module.",What vulnerabilities were identified in Menalto Gallery prior to version 2.2.4 that could allow attackers to execute arbitrary code during file uploads?
 Improper Link Resolution Before File Access ('Link Following'),Open redirect vulnerability in Menalto Gallery before 2.2.4 allows remote attackers to redirect users to arbitrary web sites and conduct phishing attacks via a URL in the (1) Core and (2) print modules.,"What is the nature of the open redirect vulnerability found in Menalto Gallery versions prior to 2.2.4, and how can it be exploited by remote attackers?"
 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Multiple cross-site scripting (XSS) vulnerabilities in WebCalendar 1.1.6 allow remote attackers to inject arbitrary web script or HTML via (1) an event description, (2) the query string to pref.php, and (3) the adv parameter to search.php.  NOTE: vector 1 requires user authentication.",What are the potential vulnerabilities associated with WebCalendar 1.1.6 that allow remote attackers to exploit cross-site scripting (XSS) issues?
